"ID";"RegioS";"Perioden";"GemiddeldeWOZWaardeVanWoningen_98"
"3362";"GM0491";"2022JJ00";""
"3363";"GM0491";"2023JJ00";""
"3364";"GM1724";"1995JJ00";""
"3365";"GM1724";"1996JJ00";""
"3366";"GM1724";"1997JJ00";""
"3367";"GM1724";"1998JJ00";""
"3368";"GM1724";"1999JJ00";"     101"
"3369";"GM1724";"2000JJ00";"     102"
"3370";"GM1724";"2001JJ00";"     195"
"3371";"GM1724";"2002JJ00";"     195"
"3372";"GM1724";"2003JJ00";"     194"
"3373";"GM1724";"2004JJ00";"     195"
"3374";"GM1724";"2005JJ00";"     293"
"3375";"GM1724";"2006JJ00";"     295"
"3376";"GM1724";"2007JJ00";"     315"
"3377";"GM1724";"2008JJ00";"     335"
"3378";"GM1724";"2009JJ00";"     344"
"3379";"GM1724";"2010JJ00";"     340"
"3380";"GM1724";"2011JJ00";"     328"
"3381";"GM1724";"2012JJ00";"     320"
"3382";"GM1724";"2013JJ00";"     308"
"3383";"GM1724";"2014JJ00";"     290"
"3384";"GM1724";"2015JJ00";"     271"
"3385";"GM1724";"2016JJ00";"     270"
"3386";"GM1724";"2017JJ00";"     279"
"3387";"GM1724";"2018JJ00";"     288"
"3388";"GM1724";"2019JJ00";"     311"
"3389";"GM1724";"2020JJ00";"     325"
"3390";"GM1724";"2021JJ00";"     346"
"3391";"GM1724";"2022JJ00";"     385"
"3392";"GM1724";"2023JJ00";"     433"
"3393";"GM0893";"1995JJ00";"       ."
"3394";"GM0893";"1996JJ00";"       ."
"3395";"GM0893";"1997JJ00";"      92"
"3396";"GM0893";"1998JJ00";"      92"
"3397";"GM0893";"1999JJ00";"      93"
"3398";"GM0893";"2000JJ00";"      93"
"3399";"GM0893";"2001JJ00";"     150"
"3400";"GM0893";"2002JJ00";"     151"
"3401";"GM0893";"2003JJ00";"     152"
"3402";"GM0893";"2004JJ00";"     151"
"3403";"GM0893";"2005JJ00";"     215"
"3404";"GM0893";"2006JJ00";"     217"
"3405";"GM0893";"2007JJ00";"     234"
"3406";"GM0893";"2008JJ00";"     249"
"3407";"GM0893";"2009JJ00";"     249"
"3408";"GM0893";"2010JJ00";"     247"
"3409";"GM0893";"2011JJ00";"     235"
"3410";"GM0893";"2012JJ00";"     220"
"3411";"GM0893";"2013JJ00";"     212"
"3412";"GM0893";"2014JJ00";"     208"
"3413";"GM0893";"2015JJ00";"     200"
"3414";"GM0893";"2016JJ00";"     202"
"3415";"GM0893";"2017JJ00";"     204"
"3416";"GM0893";"2018JJ00";"     208"
"3417";"GM0893";"2019JJ00";"     229"
"3418";"GM0893";"2020JJ00";"     247"
"3419";"GM0893";"2021JJ00";"     262"
"3420";"GM0893";"2022JJ00";"     281"
"3421";"GM0893";"2023JJ00";"     327"
"3422";"GM0373";"1995JJ00";"       ."
"3423";"GM0373";"1996JJ00";"       ."
"3424";"GM0373";"1997JJ00";"     161"
"3425";"GM0373";"1998JJ00";"     161"
"3426";"GM0373";"1999JJ00";"     160"
"3427";"GM0373";"2000JJ00";"     161"
"3428";"GM0373";"2001JJ00";"     225"
"3429";"GM0373";"2002JJ00";"     225"
"3430";"GM0373";"2003JJ00";"     225"
"3431";"GM0373";"2004JJ00";"     225"
"3432";"GM0373";"2005JJ00";"     328"
"3433";"GM0373";"2006JJ00";"     327"
"3434";"GM0373";"2007JJ00";"     349"
"3435";"GM0373";"2008JJ00";"     385"
"3436";"GM0373";"2009JJ00";"     397"
"3437";"GM0373";"2010JJ00";"     397"
"3438";"GM0373";"2011JJ00";"     394"
"3439";"GM0373";"2012JJ00";"     388"
"3440";"GM0373";"2013JJ00";"     369"
"3441";"GM0373";"2014JJ00";"     349"
"3442";"GM0373";"2015JJ00";"     346"
"3443";"GM0373";"2016JJ00";"     347"
"3444";"GM0373";"2017JJ00";"     355"
"3445";"GM0373";"2018JJ00";"     374"
"3446";"GM0373";"2019JJ00";"     381"
"3447";"GM0373";"2020JJ00";"     414"
"3448";"GM0373";"2021JJ00";"     439"
"3449";"GM0373";"2022JJ00";"     477"
"3450";"GM0373";"2023JJ00";"     549"
"3451";"GM0748";"1995JJ00";"       ."
"3452";"GM0748";"1996JJ00";"       ."
"3453";"GM0748";"1997JJ00";"      78"
"3454";"GM0748";"1998JJ00";"      78"
"3455";"GM0748";"1999JJ00";"      79"
"3456";"GM0748";"2000JJ00";"      79"
"3457";"GM0748";"2001JJ00";"     111"
"3458";"GM0748";"2002JJ00";"     112"
"3459";"GM0748";"2003JJ00";"     112"
"3460";"GM0748";"2004JJ00";"     112"
"3461";"GM0748";"2005JJ00";"     174"
"3462";"GM0748";"2006JJ00";"     174"
"3463";"GM0748";"2007JJ00";"     194"
"3464";"GM0748";"2008JJ00";"     208"
"3465";"GM0748";"2009JJ00";"     215"
"3466";"GM0748";"2010JJ00";"     216"
"3467";"GM0748";"2011JJ00";"     211"
"3468";"GM0748";"2012JJ00";"     208"
"3469";"GM0748";"2013JJ00";"     202"
"3470";"GM0748";"2014JJ00";"     195"
"3471";"GM0748";"2015JJ00";"     193"
"3472";"GM0748";"2016JJ00";"     196"
"3473";"GM0748";"2017JJ00";"     201"
"3474";"GM0748";"2018JJ00";"     206"
"3475";"GM0748";"2019JJ00";"     221"
"3476";"GM0748";"2020JJ00";"     233"
"3477";"GM0748";"2021JJ00";"     249"
"3478";"GM0748";"2022JJ00";"     270"
"3479";"GM0748";"2023JJ00";"     304"
"3480";"GM0749";"1995JJ00";"       ."
"3481";"GM0749";"1996JJ00";"       ."
"3482";"GM0749";"1997JJ00";"     101"
"3483";"GM0749";"1998JJ00";"     101"
"3484";"GM0749";"1999JJ00";""
"3485";"GM0749";"2000JJ00";""
"3486";"GM0749";"2001JJ00";""
"3487";"GM0749";"2002JJ00";""
"3488";"GM0749";"2003JJ00";""
"3489";"GM0749";"2004JJ00";""
"3490";"GM0749";"2005JJ00";""
"3491";"GM0749";"2006JJ00";""
"3492";"GM0749";"2007JJ00";""
"3493";"GM0749";"2008JJ00";""
"3494";"GM0749";"2009JJ00";""
"3495";"GM0749";"2010JJ00";""
"3496";"GM0749";"2011JJ00";""
"3497";"GM0749";"2012JJ00";""
"3498";"GM0749";"2013JJ00";""
"3499";"GM0749";"2014JJ00";""
"3500";"GM0749";"2015JJ00";""
"3501";"GM0749";"2016JJ00";""
"3502";"GM0749";"2017JJ00";""
"3503";"GM0749";"2018JJ00";""
"3504";"GM0749";"2019JJ00";""
"3505";"GM0749";"2020JJ00";""
"3506";"GM0749";"2021JJ00";""
"3507";"GM0749";"2022JJ00";""
"3508";"GM0749";"2023JJ00";""
"3509";"GM0207";"1995JJ00";"       ."
"3510";"GM0207";"1996JJ00";"       ."
"3511";"GM0207";"1997JJ00";"      77"
"3512";"GM0207";"1998JJ00";"      77"
"3513";"GM0207";"1999JJ00";"      78"
"3514";"GM0207";"2000JJ00";"      79"
"3515";"GM0207";"2001JJ00";"     147"
"3516";"GM0207";"2002JJ00";"     147"
"3517";"GM0207";"2003JJ00";"     148"
"3518";"GM0207";"2004JJ00";"     148"
"3519";"GM0207";"2005JJ00";""
"3520";"GM0207";"2006JJ00";""
"3521";"GM0207";"2007JJ00";""
"3522";"GM0207";"2008JJ00";""
"3523";"GM0207";"2009JJ00";""
"3524";"GM0207";"2010JJ00";""
"3525";"GM0207";"2011JJ00";""
"3526";"GM0207";"2012JJ00";""
"3527";"GM0207";"2013JJ00";""
"3528";"GM0207";"2014JJ00";""
"3529";"GM0207";"2015JJ00";""
"3530";"GM0207";"2016JJ00";""
"3531";"GM0207";"2017JJ00";""
"3532";"GM0207";"2018JJ00";""
"3533";"GM0207";"2019JJ00";""
"3534";"GM0207";"2020JJ00";""
"3535";"GM0207";"2021JJ00";""
"3536";"GM0207";"2022JJ00";""
"3537";"GM0207";"2023JJ00";""
"3538";"GM0492";"1995JJ00";"       ."
"3539";"GM0492";"1996JJ00";"       ."
"3540";"GM0492";"1997JJ00";"     125"
"3541";"GM0492";"1998JJ00";"     126"
"3542";"GM0492";"1999JJ00";"     124"
"3543";"GM0492";"2000JJ00";"     127"
"3544";"GM0492";"2001JJ00";"     184"
"3545";"GM0492";"2002JJ00";"     178"
"3546";"GM0492";"2003JJ00";"     186"
"3547";"GM0492";"2004JJ00";"     185"
"3548";"GM0492";"2005JJ00";"     275"
"3549";"GM0492";"2006JJ00";"     274"
"3550";"GM0492";"2007JJ00";""
"3551";"GM0492";"2008JJ00";""
"3552";"GM0492";"2009JJ00";""
"3553";"GM0492";"2010JJ00";""
"3554";"GM0492";"2011JJ00";""
"3555";"GM0492";"2012JJ00";""
"3556";"GM0492";"2013JJ00";""
"3557";"GM0492";"2014JJ00";""
"3558";"GM0492";"2015JJ00";""
"3559";"GM0492";"2016JJ00";""
"3560";"GM0492";"2017JJ00";""
"3561";"GM0492";"2018JJ00";""
"3562";"GM0492";"2019JJ00";""
"3563";"GM0492";"2020JJ00";""
"3564";"GM0492";"2021JJ00";""
"3565";"GM0492";"2022JJ00";""
"3566";"GM0492";"2023JJ00";""
"3567";"GM0493";"1995JJ00";"       ."
"3568";"GM0493";"1996JJ00";"       ."
"3569";"GM0493";"1997JJ00";"     111"
"3570";"GM0493";"1998JJ00";"     110"
"3571";"GM0493";"1999JJ00";"     111"
"3572";"GM0493";"2000JJ00";"     112"
"3573";"GM0493";"2001JJ00";"     158"
"3574";"GM0493";"2002JJ00";"     158"
"3575";"GM0493";"2003JJ00";"     156"
"3576";"GM0493";"2004JJ00";"     170"
"3577";"GM0493";"2005JJ00";"     234"
"3578";"GM0493";"2006JJ00";"     226"
"3579";"GM0493";"2007JJ00";""
"3580";"GM0493";"2008JJ00";""
"3581";"GM0493";"2009JJ00";""
"3582";"GM0493";"2010JJ00";""
"3583";"GM0493";"2011JJ00";""
"3584";"GM0493";"2012JJ00";""
"3585";"GM0493";"2013JJ00";""
"3586";"GM0493";"2014JJ00";""
"3587";"GM0493";"2015JJ00";""
"3588";"GM0493";"2016JJ00";""
"3589";"GM0493";"2017JJ00";""
"3590";"GM0493";"2018JJ00";""
"3591";"GM0493";"2019JJ00";""
"3592";"GM0493";"2020JJ00";""
"3593";"GM0493";"2021JJ00";""
"3594";"GM0493";"2022JJ00";""
"3595";"GM0493";"2023JJ00";""
"3596";"GM0751";"1995JJ00";"       ."
"3597";"GM0751";"1996JJ00";"       ."
"3598";"GM0751";"1997JJ00";""
"3599";"GM0751";"1998JJ00";""
"3600";"GM0751";"1999JJ00";""
"3601";"GM0751";"2000JJ00";""
"3602";"GM0751";"2001JJ00";""
"3603";"GM0751";"2002JJ00";""
"3604";"GM0751";"2003JJ00";""
"3605";"GM0751";"2004JJ00";""
"3606";"GM0751";"2005JJ00";""
"3607";"GM0751";"2006JJ00";""
"3608";"GM0751";"2007JJ00";""
"3609";"GM0751";"2008JJ00";""
"3610";"GM0751";"2009JJ00";""
"3611";"GM0751";"2010JJ00";""
"3612";"GM0751";"2011JJ00";""
"3613";"GM0751";"2012JJ00";""
"3614";"GM0751";"2013JJ00";""
"3615";"GM0751";"2014JJ00";""
"3616";"GM0751";"2015JJ00";""
"3617";"GM0751";"2016JJ00";""
"3618";"GM0751";"2017JJ00";""
"3619";"GM0751";"2018JJ00";""
"3620";"GM0751";"2019JJ00";""
"3621";"GM0751";"2020JJ00";""
"3622";"GM0751";"2021JJ00";""
"3623";"GM0751";"2022JJ00";""
"3624";"GM0751";"2023JJ00";""
"3625";"GM1859";"1995JJ00";""
"3626";"GM1859";"1996JJ00";""
"3627";"GM1859";"1997JJ00";""
"3628";"GM1859";"1998JJ00";""
"3629";"GM1859";"1999JJ00";""
"3630";"GM1859";"2000JJ00";""
"3631";"GM1859";"2001JJ00";""
"3632";"GM1859";"2002JJ00";""
"3633";"GM1859";"2003JJ00";""
"3634";"GM1859";"2004JJ00";""
"3635";"GM1859";"2005JJ00";"     208"
"3636";"GM1859";"2006JJ00";"     209"
"3637";"GM1859";"2007JJ00";"     223"
"3638";"GM1859";"2008JJ00";"     236"
"3639";"GM1859";"2009JJ00";"     241"
"3640";"GM1859";"2010JJ00";"     244"
"3641";"GM1859";"2011JJ00";"     238"
"3642";"GM1859";"2012JJ00";"     227"
"3643";"GM1859";"2013JJ00";"     216"
"3644";"GM1859";"2014JJ00";"     203"
"3645";"GM1859";"2015JJ00";"     198"
"3646";"GM1859";"2016JJ00";"     198"
"3647";"GM1859";"2017JJ00";"     205"
"3648";"GM1859";"2018JJ00";"     215"
"3649";"GM1859";"2019JJ00";"     241"
"3650";"GM1859";"2020JJ00";"     255"
"3651";"GM1859";"2021JJ00";"     273"
"3652";"GM1859";"2022JJ00";"     299"
"3653";"GM1859";"2023JJ00";"     357"
"3654";"GM0752";"1995JJ00";"       ."
"3655";"GM0752";"1996JJ00";""
"3656";"GM0752";"1997JJ00";""
"3657";"GM0752";"1998JJ00";""
"3658";"GM0752";"1999JJ00";""
"3659";"GM0752";"2000JJ00";""
"3660";"GM0752";"2001JJ00";""
"3661";"GM0752";"2002JJ00";""
"3662";"GM0752";"2003JJ00";""
"3663";"GM0752";"2004JJ00";""
"3664";"GM0752";"2005JJ00";""
"3665";"GM0752";"2006JJ00";""
"3666";"GM0752";"2007JJ00";""
"3667";"GM0752";"2008JJ00";""
"3668";"GM0752";"2009JJ00";""
"3669";"GM0752";"2010JJ00";""
"3670";"GM0752";"2011JJ00";""
"3671";"GM0752";"2012JJ00";""
"3672";"GM0752";"2013JJ00";""
"3673";"GM0752";"2014JJ00";""
"3674";"GM0752";"2015JJ00";""
"3675";"GM0752";"2016JJ00";""
"3676";"GM0752";"2017JJ00";""
"3677";"GM0752";"2018JJ00";""
"3678";"GM0752";"2019JJ00";""
"3679";"GM0752";"2020JJ00";""
"3680";"GM0752";"2021JJ00";""
"3681";"GM0752";"2022JJ00";""
"3682";"GM0752";"2023JJ00";""
"3683";"GM1721";"1995JJ00";""
"3684";"GM1721";"1996JJ00";"       ."
"3685";"GM1721";"1997JJ00";"      96"
"3686";"GM1721";"1998JJ00";"      96"
"3687";"GM1721";"1999JJ00";"      97"
"3688";"GM1721";"2000JJ00";"      97"
"3689";"GM1721";"2001JJ00";"     176"
"3690";"GM1721";"2002JJ00";"     177"
"3691";"GM1721";"2003JJ00";"     177"
"3692";"GM1721";"2004JJ00";"     178"
"3693";"GM1721";"2005JJ00";"     276"
"3694";"GM1721";"2006JJ00";"     277"
"3695";"GM1721";"2007JJ00";"     299"
"3696";"GM1721";"2008JJ00";"     318"
"3697";"GM1721";"2009JJ00";"     320"
"3698";"GM1721";"2010JJ00";"     330"
"3699";"GM1721";"2011JJ00";"     324"
"3700";"GM1721";"2012JJ00";"     306"
"3701";"GM1721";"2013JJ00";"     294"
"3702";"GM1721";"2014JJ00";"     277"
"3703";"GM1721";"2015JJ00";"     267"
"3704";"GM1721";"2016JJ00";"     266"
"3705";"GM1721";"2017JJ00";"     272"
"3706";"GM1721";"2018JJ00";"       ."
"3707";"GM1721";"2019JJ00";"     306"
"3708";"GM1721";"2020JJ00";"     326"
"3709";"GM1721";"2021JJ00";"     333"
"3710";"GM1721";"2022JJ00";"     374"
"3711";"GM1721";"2023JJ00";"     427"
"3712";"GM0568";"1995JJ00";"       ."
"3713";"GM0568";"1996JJ00";"       ."
"3714";"GM0568";"1997JJ00";"      70"
"3715";"GM0568";"1998JJ00";"      70"
"3716";"GM0568";"1999JJ00";"      71"
"3717";"GM0568";"2000JJ00";"      72"
"3718";"GM0568";"2001JJ00";"     142"
"3719";"GM0568";"2002JJ00";"     143"
"3720";"GM0568";"2003JJ00";"     143"
"3721";"GM0568";"2004JJ00";"     144"
"3722";"GM0568";"2005JJ00";"     208"
"3723";"GM0568";"2006JJ00";"     209"
"3724";"GM0568";"2007JJ00";"     232"
"3725";"GM0568";"2008JJ00";"     247"
"3726";"GM0568";"2009JJ00";"     258"
"3727";"GM0568";"2010JJ00";"     258"
"3728";"GM0568";"2011JJ00";"     253"
"3729";"GM0568";"2012JJ00";"     250"
"3730";"GM0568";"2013JJ00";"     246"
"3731";"GM0568";"2014JJ00";"     230"
"3732";"GM0568";"2015JJ00";""
"3733";"GM0568";"2016JJ00";""
"3734";"GM0568";"2017JJ00";""
"3735";"GM0568";"2018JJ00";""
"3736";"GM0568";"2019JJ00";""
"3737";"GM0568";"2020JJ00";""
"3738";"GM0568";"2021JJ00";""
"3739";"GM0568";"2022JJ00";""
"3740";"GM0568";"2023JJ00";""
"3741";"GM0753";"1995JJ00";"       ."
"3742";"GM0753";"1996JJ00";"       ."
"3743";"GM0753";"1997JJ00";"      87"
"3744";"GM0753";"1998JJ00";"      88"
"3745";"GM0753";"1999JJ00";"      89"
"3746";"GM0753";"2000JJ00";"      90"
"3747";"GM0753";"2001JJ00";"     164"
"3748";"GM0753";"2002JJ00";"     166"
"3749";"GM0753";"2003JJ00";"     168"
"3750";"GM0753";"2004JJ00";"     170"
"3751";"GM0753";"2005JJ00";"     255"
"3752";"GM0753";"2006JJ00";"     257"
"3753";"GM0753";"2007JJ00";"     275"
"3754";"GM0753";"2008JJ00";"     297"
"3755";"GM0753";"2009JJ00";"     307"
"3756";"GM0753";"2010JJ00";"     308"
"3757";"GM0753";"2011JJ00";"     303"
"3758";"GM0753";"2012JJ00";"     293"
"3759";"GM0753";"2013JJ00";"     280"
"3760";"GM0753";"2014JJ00";"     261"
"3761";"GM0753";"2015JJ00";"     252"
"3762";"GM0753";"2016JJ00";"     251"
"3763";"GM0753";"2017JJ00";"     263"
"3764";"GM0753";"2018JJ00";"     272"
"3765";"GM0753";"2019JJ00";"     292"
"3766";"GM0753";"2020JJ00";"     308"
"3767";"GM0753";"2021JJ00";"     321"
"3768";"GM0753";"2022JJ00";"     359"
"3769";"GM0753";"2023JJ00";"     404"
"3770";"GM0209";"1995JJ00";"       ."
"3771";"GM0209";"1996JJ00";"       ."
"3772";"GM0209";"1997JJ00";"      90"
"3773";"GM0209";"1998JJ00";"      92"
"3774";"GM0209";"1999JJ00";"      93"
"3775";"GM0209";"2000JJ00";"      94"
"3776";"GM0209";"2001JJ00";"     154"
"3777";"GM0209";"2002JJ00";"     155"
"3778";"GM0209";"2003JJ00";"     155"
"3779";"GM0209";"2004JJ00";"     156"
"3780";"GM0209";"2005JJ00";"     232"
"3781";"GM0209";"2006JJ00";"     233"
"3782";"GM0209";"2007JJ00";"     249"
"3783";"GM0209";"2008JJ00";"     268"
"3784";"GM0209";"2009JJ00";"     274"
"3785";"GM0209";"2010JJ00";"     275"
"3786";"GM0209";"2011JJ00";"     271"
"3787";"GM0209";"2012JJ00";"     264"
"3788";"GM0209";"2013JJ00";"     252"
"3789";"GM0209";"2014JJ00";"     230"
"3790";"GM0209";"2015JJ00";"     223"
"3791";"GM0209";"2016JJ00";"     223"
"3792";"GM0209";"2017JJ00";"     225"
"3793";"GM0209";"2018JJ00";"     235"
"3794";"GM0209";"2019JJ00";"     251"
"3795";"GM0209";"2020JJ00";"     271"
"3796";"GM0209";"2021JJ00";"     291"
"3797";"GM0209";"2022JJ00";"     329"
"3798";"GM0209";"2023JJ00";"     377"
"3799";"GM0375";"1995JJ00";"       ."
"3800";"GM0375";"1996JJ00";"       ."
"3801";"GM0375";"1997JJ00";"      72"
"3802";"GM0375";"1998JJ00";"      72"
"3803";"GM0375";"1999JJ00";"      73"
"3804";"GM0375";"2000JJ00";"      73"
"3805";"GM0375";"2001JJ00";"     107"
"3806";"GM0375";"2002JJ00";"     107"
"3807";"GM0375";"2003JJ00";"     111"
"3808";"GM0375";"2004JJ00";"     113"
"3809";"GM0375";"2005JJ00";"     179"
"3810";"GM0375";"2006JJ00";"     178"
"3811";"GM0375";"2007JJ00";"     190"
"3812";"GM0375";"2008JJ00";"     199"
"3813";"GM0375";"2009JJ00";"     202"
"3814";"GM0375";"2010JJ00";"     205"
"3815";"GM0375";"2011JJ00";"     200"
"3816";"GM0375";"2012JJ00";"     196"
"3817";"GM0375";"2013JJ00";"     191"
"3818";"GM0375";"2014JJ00";"     179"
"3819";"GM0375";"2015JJ00";"     176"
"3820";"GM0375";"2016JJ00";"     176"
"3821";"GM0375";"2017JJ00";"     183"
"3822";"GM0375";"2018JJ00";"     194"
"3823";"GM0375";"2019JJ00";"     214"
"3824";"GM0375";"2020JJ00";"     239"
"3825";"GM0375";"2021JJ00";"     259"
"3826";"GM0375";"2022JJ00";"     286"
"3827";"GM0375";"2023JJ00";"     341"
"3828";"GM0063";"1995JJ00";"       ."
"3829";"GM0063";"1996JJ00";"       ."
"3830";"GM0063";"1997JJ00";"      51"
"3831";"GM0063";"1998JJ00";"      52"
"3832";"GM0063";"1999JJ00";"      52"
"3833";"GM0063";"2000JJ00";"      53"
"3834";"GM0063";"2001JJ00";"      82"
"3835";"GM0063";"2002JJ00";"      84"
"3836";"GM0063";"2003JJ00";"      86"
"3837";"GM0063";"2004JJ00";"      86"
"3838";"GM0063";"2005JJ00";"     141"
"3839";"GM0063";"2006JJ00";"     142"
"3840";"GM0063";"2007JJ00";"     155"
"3841";"GM0063";"2008JJ00";"     167"
"3842";"GM0063";"2009JJ00";"     170"
"3843";"GM0063";"2010JJ00";"     168"
"3844";"GM0063";"2011JJ00";"     166"
"3845";"GM0063";"2012JJ00";"     163"
"3846";"GM0063";"2013JJ00";"     153"
"3847";"GM0063";"2014JJ00";"     142"
"3848";"GM0063";"2015JJ00";"     139"
"3849";"GM0063";"2016JJ00";"     141"
"3850";"GM0063";"2017JJ00";"     143"
"3851";"GM0063";"2018JJ00";""
"3852";"GM0063";"2019JJ00";""
"3853";"GM0063";"2020JJ00";""
"3854";"GM0063";"2021JJ00";""
"3855";"GM0063";"2022JJ00";""
"3856";"GM0063";"2023JJ00";""
"3857";"GM0310";"1995JJ00";"       ."
"3858";"GM0310";"1996JJ00";"       ."
"3859";"GM0310";"1997JJ00";"     125"
"3860";"GM0310";"1998JJ00";"     125"
"3861";"GM0310";"1999JJ00";"     126"
"3862";"GM0310";"2000JJ00";"     126"
"3863";"GM0310";"2001JJ00";"     218"
"3864";"GM0310";"2002JJ00";"     218"
"3865";"GM0310";"2003JJ00";"     219"
"3866";"GM0310";"2004JJ00";"     219"
"3867";"GM0310";"2005JJ00";"     324"
"3868";"GM0310";"2006JJ00";"     326"
"3869";"GM0310";"2007JJ00";"     344"
"3870";"GM0310";"2008JJ00";"     374"
"3871";"GM0310";"2009JJ00";"     392"
"3872";"GM0310";"2010JJ00";"     393"
"3873";"GM0310";"2011JJ00";"     384"
"3874";"GM0310";"2012JJ00";"     378"
"3875";"GM0310";"2013JJ00";"     361"
"3876";"GM0310";"2014JJ00";"     337"
"3877";"GM0310";"2015JJ00";"     325"
"3878";"GM0310";"2016JJ00";"     327"
"3879";"GM0310";"2017JJ00";"     340"
"3880";"GM0310";"2018JJ00";"     359"
"3881";"GM0310";"2019JJ00";"     394"
"3882";"GM0310";"2020JJ00";"     421"
"3883";"GM0310";"2021JJ00";"     446"
"3884";"GM0310";"2022JJ00";"     473"
"3885";"GM0310";"2023JJ00";"     581"
"3886";"GM0585";"1995JJ00";"       ."
"3887";"GM0585";"1996JJ00";"       ."
"3888";"GM0585";"1997JJ00";"      92"
"3889";"GM0585";"1998JJ00";"      93"
"3890";"GM0585";"1999JJ00";"      94"
"3891";"GM0585";"2000JJ00";"      95"
"3892";"GM0585";"2001JJ00";"     148"
"3893";"GM0585";"2002JJ00";"     148"
"3894";"GM0585";"2003JJ00";"     149"
"3895";"GM0585";"2004JJ00";"     151"
"3896";"GM0585";"2005JJ00";"     230"
"3897";"GM0585";"2006JJ00";"     231"
"3898";"GM0585";"2007JJ00";"     241"
"3899";"GM0585";"2008JJ00";"     260"
"3900";"GM0585";"2009JJ00";"     268"
"3901";"GM0585";"2010JJ00";"     269"
"3902";"GM0585";"2011JJ00";"     259"
"3903";"GM0585";"2012JJ00";"     255"
"3904";"GM0585";"2013JJ00";"     246"
"3905";"GM0585";"2014JJ00";"     231"
"3906";"GM0585";"2015JJ00";"     223"
"3907";"GM0585";"2016JJ00";"     226"
"3908";"GM0585";"2017JJ00";"     230"
"3909";"GM0585";"2018JJ00";"     238"
"3910";"GM0585";"2019JJ00";""
"3911";"GM0585";"2020JJ00";""
"3912";"GM0585";"2021JJ00";""
"3913";"GM0585";"2022JJ00";""
"3914";"GM0585";"2023JJ00";""
"3915";"GM1728";"1995JJ00";""
"3916";"GM1728";"1996JJ00";""
"3917";"GM1728";"1997JJ00";"     103"
"3918";"GM1728";"1998JJ00";"     102"
"3919";"GM1728";"1999JJ00";"     102"
"3920";"GM1728";"2000JJ00";"     103"
"3921";"GM1728";"2001JJ00";"     179"
"3922";"GM1728";"2002JJ00";"     180"
"3923";"GM1728";"2003JJ00";"     180"
"3924";"GM1728";"2004JJ00";"     180"
"3925";"GM1728";"2005JJ00";"     266"
"3926";"GM1728";"2006JJ00";"     267"
"3927";"GM1728";"2007JJ00";"     282"
"3928";"GM1728";"2008JJ00";"     307"
"3929";"GM1728";"2009JJ00";"     315"
"3930";"GM1728";"2010JJ00";"     318"
"3931";"GM1728";"2011JJ00";"     300"
"3932";"GM1728";"2012JJ00";"     291"
"3933";"GM1728";"2013JJ00";"     282"
"3934";"GM1728";"2014JJ00";"     272"
"3935";"GM1728";"2015JJ00";"     263"
"3936";"GM1728";"2016JJ00";"     259"
"3937";"GM1728";"2017JJ00";"     268"
"3938";"GM1728";"2018JJ00";"     278"
"3939";"GM1728";"2019JJ00";"     293"
"3940";"GM1728";"2020JJ00";"     310"
"3941";"GM1728";"2021JJ00";"     331"
"3942";"GM1728";"2022JJ00";"     367"
"3943";"GM1728";"2023JJ00";"     409"
"3944";"GM0754";"1995JJ00";"       ."
"3945";"GM0754";"1996JJ00";"       ."
"3946";"GM0754";"1997JJ00";""
"3947";"GM0754";"1998JJ00";""
"3948";"GM0754";"1999JJ00";""
"3949";"GM0754";"2000JJ00";""
"3950";"GM0754";"2001JJ00";""
"3951";"GM0754";"2002JJ00";""
"3952";"GM0754";"2003JJ00";""
"3953";"GM0754";"2004JJ00";""
"3954";"GM0754";"2005JJ00";""
"3955";"GM0754";"2006JJ00";""
"3956";"GM0754";"2007JJ00";""
"3957";"GM0754";"2008JJ00";""
"3958";"GM0754";"2009JJ00";""
"3959";"GM0754";"2010JJ00";""
"3960";"GM0754";"2011JJ00";""
"3961";"GM0754";"2012JJ00";""
"3962";"GM0754";"2013JJ00";""
"3963";"GM0754";"2014JJ00";""
"3964";"GM0754";"2015JJ00";""
"3965";"GM0754";"2016JJ00";""
"3966";"GM0754";"2017JJ00";""
"3967";"GM0754";"2018JJ00";""
"3968";"GM0754";"2019JJ00";""
"3969";"GM0754";"2020JJ00";""
"3970";"GM0754";"2021JJ00";""
"3971";"GM0754";"2022JJ00";""
"3972";"GM0754";"2023JJ00";""
"3973";"GM0376";"1995JJ00";"       ."
"3974";"GM0376";"1996JJ00";"       ."
"3975";"GM0376";"1997JJ00";"     181"
"3976";"GM0376";"1998JJ00";"     182"
"3977";"GM0376";"1999JJ00";"     183"
"3978";"GM0376";"2000JJ00";"     184"
"3979";"GM0376";"2001JJ00";"     359"
"3980";"GM0376";"2002JJ00";"     359"
"3981";"GM0376";"2003JJ00";"     359"
"3982";"GM0376";"2004JJ00";"     363"
"3983";"GM0376";"2005JJ00";"     515"
"3984";"GM0376";"2006JJ00";"     518"
"3985";"GM0376";"2007JJ00";"     535"
"3986";"GM0376";"2008JJ00";"     590"
"3987";"GM0376";"2009JJ00";"     636"
"3988";"GM0376";"2010JJ00";"     633"
"3989";"GM0376";"2011JJ00";"     619"
"3990";"GM0376";"2012JJ00";"     589"
"3991";"GM0376";"2013JJ00";"     557"
"3992";"GM0376";"2014JJ00";"     529"
"3993";"GM0376";"2015JJ00";"     512"
